election general	"""Trump is going out the way he came in: A loser, a liar and a cheat"""
domestic policy/politics	GOP Governors Suggest That Trump Stop Delaying Biden\u2019s Formal Transition Process
election general	Michigan counties wrapping up canvases this week. That\u2019s bad news for Trump.
election challenge	"""Kellyanne Conway and Donald Trump said they won by a 'landslide' with 306 Electoral College votes in 2016. Now that Biden has 306, they're crying foul."""
election challenge	Obama says it's 'disappointing' that more Republicans aren't standing up to Trump over election results
election challenge	More than 8 in 10 Trump voters think Biden\u2019s win is not legitimate: Trump\u2019s efforts to undermine the system are influencing his base
domestic policy/politics	Trump Supporters Mocked For \u2018Million MAGA March\u2019
domestic policy/politics	Incoming chief of staff: \u201cTrump\u2019s Twitter feed doesn\u2019t make Joe Biden president or not president\u201d
domestic policy/politics	President-elect Joe Biden knows the pain of grief \u2014 and that makes him the leader America needs right now
election challenge	Trump Accidentally Acknowledged Biden Won The Election \u2014 Then Tried To Take It Back
election general	"""Lawyers on Both Sides of Bush v. Gore Agree: Joe Biden Clearly Won the 2020 Election. \u201cThe sooner that Trump and his supporters accept the election result, the better it will be for the nation.\u201d"""
foreign relations	"""Fifteen Asia-Pacific economies formed the world's largest free trade bloc on Sunday, a China-backed deal that excludes the United States; The countries abandoned a rival Asia-Pacific grouping formed under Obama which Trump exited in 2017"""
election challenge	Donald Trump says Joe Biden 'won' election; but also says he won't concede
domestic policy/politics	"""\""""Were not going to stop\"""": Lawmakers press ahead with Trump-era investigations"""
election general	"""Republican leaders in Arizona, Michigan, Pennsylvania and Wisconsin throw cold water on ploy to flip electors to Trump"""
foreign relations	Trump Destroyed Any Hope Of Israeli-Palestinian Peace \u2014 And Biden Can't Rebuild It
election challenge	Trump\u2019s refusal to concede creates tricky messaging issue for Ga. Republicans
domestic policy/politics	Trump is putting this country through something unprecedented. Here are three scenarios.
domestic policy/politics	There\u2019s a lot Biden can do for rural America. Red-state leaders should accept his help.
election challenge	John Bolton Urges Republicans To Publicly Reject Trump's 'Baseless' Voter Fraud Claims
election challenge	Trump indirectly admits he lost the presidential election by tweeting Biden 'won because the election was rigged'
election challenge	'Frankly embarrassing': Tapper breaks down Trump's lawsuits alleging voter fraud
domestic policy/politics	Obama said he won't serve in Biden's cabinet because Michelle would 'leave' him
election general	Sharpton: Trump's loss is 'a result of the American people assessing for themselves his performance in the last four years'
pandemic	"""Cuomo threatens to sue Trump administration if vaccine plan burdens Black, Brown communities"""
election challenge	Trump tweets that Biden 'won' \u2013 but repeats baseless vote fraud claim
election challenge	"""Trump acknowledges Biden 'won' the U.S. election, but says it was 'rigged'"""
pandemic	Fauci says Trump administration should start working with President-elect Biden on coronavirus response
election challenge	Fox News\u2019 Leland Vittert Goes at It With Trump Spox Over Voter Fraud Claims
election challenge	Trump says Biden 'won' while promoting election conspiracy theories
domestic policy/politics	"""Multiple people arrested at pro-Trump protests, Million MAGA March in DC"""
election general	Obama addresses Trump transition in first interview since election
domestic policy/politics	Trump Administration Ending Like it Began: Lying About Crowd Size
domestic policy/politics	"""Trump's post-presidency is going to be boisterous and belligerent. And that will cause headaches for Biden, the media, and the US economy."""
domestic policy/politics	\u2018Dreamer\u2019 immigration protections will be reinstated by Joe Biden on \u2018day one:\u2019 Incoming chief of staff Ron Klain
pandemic	Cuomo says NY will sue if Trump's vaccine plan lacks equal access for communities of color
domestic policy/politics	"""Trump\u2019s latest defense shakeup \u2018destructive,\u2019 Bolton says - Former national security adviser John Bolton said the recent firings of top officials at the Pentagon, NSA and DHS will be damaging to the incoming administration."""
domestic policy/politics	"""Trump rally shut down in Milwaukee, man attacked"""
election general	Moore: Trump is 'a little grouchy' over election results
election challenge	'I concede nothing': Trump backtracks after appearing to acknowledge Biden win
domestic policy/politics	"""The White House press secretary said more than 1 million attended a demonstration in support of Trump, but it was more likely thousands"""
election challenge	"""Trump seems to acknowledge Biden win, but he won\u2019t concede"""
election challenge	"""President Trump admits Joe Biden won the 2020 election for the 1st time, then reverses tacit concession"""
election general	"""Biden solidifies victory, Trump hints at leaving"""
election challenge	Trump for the first time says Biden won election and falsely blames conspiracy theories for his loss
election challenge	"""Trump appears to acknowledge Joe Biden won in a tweet, but says again he won\u2019t concede"""
domestic policy/politics	Trump and His Loyalists Are Lying about the Size of the Million MAGA March
domestic policy/politics	Here's How Scientists Want Biden to Take on Climate Change
domestic policy/politics	Barack Obama Jokes Wife Michelle 'Would Leave Me' If He Joined President-Elect Joe Biden's Cabinet
pandemic	"""National lockdown to contain Covid surge is \u2018measure of last resort,\u2019 top Biden health advisor says"""
domestic policy/politics	Republicans increasingly urge Trump to begin formal transition
election challenge	Trump seems to suggest Biden 'won' but later says he's not conceding
domestic policy/politics	Trump\u2019s student loan cliff threatens chaos for Biden
foreign relations	Sigh of relief as international organisations await Biden
pandemic	Dr. Fauci discusses Trump impeding transition amid pandemic
domestic policy/politics	"""Sad! Trump Fights The Tyranny Of Reality, Loses Again"""
pandemic	White House task force physician 'not concerned' that Trump doesn't attend COVID-19 meetings
domestic policy/politics	"""Out of Sight and Going Out of His Mind. Hold Up in the White House, Trump Rages; Finally, He Feels Shame"""
election challenge	"""Trump Publicly Admits Biden Win For First Time, Continues To Allege 'Rigged' Election"""
election general	Trump acknowledges Biden's win in latest tweet
domestic policy/politics	Barack Obama rules out role in Biden cabinet \u2013 'Michelle would leave me'
domestic policy/politics	Biden Gets His Most Important Pick Right \u2014 Imposing order on the modern White House requires a competent chief of staff. Ron Klain is a good choice.
election challenge	Trump says Biden \u2018won' but refuses to concede
election challenge	"""1 stabbing, 20 arrests in violent clashes after Trump supporters\u2019 Washington election protest"""
election challenge	Trump fans flock to conservative-friendly social media apps as they reject US election results
election general	We opposed each other in Bush v. Gore. Now we agree: Biden won.
domestic policy/politics	Biden is expected to select a woman to lead the Pentagon
election challenge	"""Trump\u2019s refusal to concede election defeat will \u2018cost us dearly\u2019 in American lives, says Susan Rice"""
election challenge	"""Georgia Trump Supporters, Some Armed, Protest Election Amid State's Voting Recount"""
election challenge	Trump's refusal to concede is just the latest gambit to please Republican donors
election challenge	Trump Campaign Shuts Down Fraud Hotline After it Gets Flooded With Prank Calls
election challenge	"""Trump Says Biden Won, But Only Because the 'Election Was Rigged'"""
election challenge	'Donald Trump v. USA': legal experts marvel as election lawsuits border on bizarre
election challenge	"""Trump election lawsuit in Arizona's Maricopa County dismissed, outcome wouldn't have affected races"""
domestic policy/politics	Biden has a better shot at riding the economy up now than Obama did
domestic policy/politics	"""Trump the Genius, Trump the Incompetent, Trump the Bogeyman"""
domestic policy/politics	Trump will cast a long shadow over Republican party despite defeat
domestic policy/politics	The promise of LGBTQ equality under the Biden administration
election challenge	The Latest: Trump demands Georgia officials stop the recount amid claims of cheating
domestic policy/politics	Why Mayor Pete is the right choice to be Joe Biden\u2019s UN ambassador
domestic policy/politics	There Is No Trumpism Without Trump
election challenge	Biden campaign says Georgia's U.S. presidential recount reveals no irregularities
election challenge	Trump lost at the ballot box. His legal challenges aren\u2019t going any better.
domestic policy/politics	Million Maga March: Trump fans rage against dying of the light
election challenge	Trump and his supporters seek comfort in conspiracy as election hopes dim
domestic policy/politics	Trump hangs over Obama's memoir like an onrushing train
pandemic	Trump and his White House minimize pandemic surge as he focuses on denying election loss
election challenge	'This ain\u2019t over!' Vice President Mike Pence exhorts Trump campaign to continue challenging election result
election general	US election results: How Native American voters helped flip Arizona for Biden
election challenge	Trump Apparently Thinks Rudy Giuliani Can Save His Flailing Court Battles
domestic policy/politics	President Trump briefly drove by the \u201cMillion MAGA March\u201d on his way to the golf course
domestic policy/politics	"""Firing a \""""Vindictive, Illegal Parting Shot,\"""" Trump's Interior Proposes Sabotage of Conservation Program | \""""The administration's proposal is unneeded, unwanted, and unacceptable.\"""""""
pandemic	Trump\u2019s Refusal to Start the Transition Process Is Crippling America\u2019s Coronavirus Response
domestic policy/politics	Fox Host's Simple Question Derails Interview With Trump Aide
election general	"""GOP Leaders In 4 States Quash Dubious Trump Scheme On Electors | Lawmakers in Arizona, Michigan, Pennsylvania, and Wisconsin have all said they won\u2019t intervene in selecting electors"""
domestic policy/politics	Leon Panetta: Trump 'plunging Pentagon into uncertainty'
domestic policy/politics	Biden likely to break barriers and pick woman to lead Pentagon
election challenge	Trump Implies Biden \u2018Won\u2019 in Tweet on \u2018Rigged Election\u2019
election challenge	Republican leaders in 4 key U.S. states quash Trump bid on switching electors
domestic policy/politics	Understanding the Trump voters: Here's why nobody is doing it right
election challenge	Trump sees electoral turnaround in 'probably two weeks'
election challenge	Trump's refusal to concede is just the latest gambit to please Republican donors | Millions who should be ranged against the American oligarchy are distracted and divided \u2013 just as their leaders want
election challenge	"""Thousands Rally Behind Trump, Insisting He Won Race He Lost"""
domestic policy/politics	North Dakota anxiously awaits Biden's climate change agenda
domestic policy/politics	"""Violence erupts as thousands rally behind Trump in Washington, DC"""
domestic policy/politics	"""Violence breaks out at Trump rally between supporters, counter-protesters"""
election general	Poland's President Duda congratulates Biden on 'successful campaign'
pandemic	The biggest errors the Trump administration made in response to COVID
election challenge	"""As Trump rages, Georgia recount continues"""
domestic policy/politics	How the Trump administration's 'midnight rule-making' could leave a big mark on government
domestic policy/politics	Biden Likely To Take Historic Step In Choosing Woman To Lead Pentagon
domestic policy/politics	"""Million MAGA March: Supporters explain why they're still backing Trump Close | Thousands of pro-Trump protesters rallied in Washington DC for the Million MAGA March, turning out to support President Trump and back his unsubstantiated claims of voter fraud in the US election."""
election challenge	White House Aide Paula White Calls on God and His Followers to Fight to Keep Trump in Office
election challenge	"""Trump says for first time that Biden 'won,' blaming 'rigged' election"""
pandemic	Trump emerges from White House to take credit for vaccine and leaves open door for second term
domestic policy/politics	"""'Too late': As people dance over Trump loss, rapper Fat Joe sings him goodbye on TV"""
election challenge	The tragedy of Trump's refusal to concede
domestic policy/politics	"""Violence erupts between counter-protestors, Trump supports following DC rally"""
domestic policy/politics	The Trump Corner is officially closed: What other changes can Palm Beach County expect when Trump's a regular citizen again?
domestic policy/politics	Lankford slammed by Trump loyalists over intelligence briefings
domestic policy/politics	The Republican Party Is Dead. It\u2019s the Trump Cult Now.
election challenge	Judges appear increasingly frustrated with Trump's legal claims about 2020 election
pandemic	"""Winter COVID surge is upon us \u2014 Trump and the Republicans are just ignoring it. Chasing electoral delusions and holding his entire party hostage, Trump is condemning thousands more to death"""
election challenge	Trump in overnight meltdown as he makes eight false election claims in just four tweets
domestic policy/politics	Where Biden Can Find $1 Trillion |Make the rich actually pay what they owe.
election challenge	Georgia recount is returning almost no changes in vote tallies that give Biden win
domestic policy/politics	Will Trump Burn the Evidence? How the President could endanger the official records of one of the most consequential periods in American history.
election challenge	Now's a Good Time to Remember the Time Donald Trump's Own Investigation Proved Voter Fraud Isn't a Thing
pandemic	Fauci says Biden transition is key to quick distribution of Covid vaccine
pandemic	Fauci distances himself from Trump adviser Atlas: 'I totally disagree with the stand he takes'
pandemic	"""Trump coronavirus advisor Scott Atlas urged people to 'rise up' against new restrictions in Michigan, then said he wasn't trying to encourage violence"""
election general	Native Voters Helped Flip States for Biden. The Media Should Recognize That.
election challenge	Donald Trump's refusal to concede is no joke \u2013 it's a dangerous precedent
election challenge	Trump claims he won the election; Twitter flags the tweet
election challenge	"""\""""No You Didn't\"""" Trends After Trump's Latest Election Result Lie"""
foreign relations	Trump is planning a series of confrontations with China in the final weeks of his presidency
domestic policy/politics	"""Emily Murphy, the official blocking Biden's transition, has a record of working the system in ways that benefit Trump, ethics expert says"""
pandemic	Dr. Fauci 'concerned' about Trump stalling Biden transition at critical time in pandemic
election challenge	Fox News Anchor Thoroughly Debunks Trump's Election Fraud Claims
election challenge	"""Trump has been struggling to walk back his tweet where he appeared to admit Biden won, undermining his baseless case that the election was stolen"""
domestic policy/politics	"""To achieve his climate goals, Joe Biden needs to bring scientists back - \u2018Much of the expertise of the federal bureaucracy has fled in horror\u2019"""
pandemic	Biden transition team prepares to fight Covid with no help from Trump
domestic policy/politics	Trump should be held responsible
domestic policy/politics	Biden Fills Economic Posts With Experts on Systemic Racism \u2014 Previous administrations haven\u2019t made race scholarship such a clear priority.
domestic policy/politics	"""Trump or No Trump, Religious Authoritarianism Is Here to Stay"""
pandemic	Trump coronavirus adviser Scott Atlas urges Michigan to 'rise up' against new Covid-19 measures
election general	"""Trump, the Absolute Worst Loser"""
election general	"""Donald Trump should concede and \u2018put country above his ego\u2019, says Barack Obama"""
domestic policy/politics	Obama: Trump has accelerated 'truth decay'
election challenge	"""Trump Distances Himself from Ongoing Election Lawsuits, Acts Like Campaign Hasn\u2019t Been Losing in Court"""
domestic policy/politics	Michigan Gov. Whitmer slams Trump adviser who encouraged residents to 'rise up
domestic policy/politics	"""Trump\u2019s Favorite Coronavirus Adviser Just Urged People to \u2018Rise Up\u2019 Against Restrictions - He singled out Michigan Gov. Gretchen Whitmer, who has already been the target of one violent far-right group."""
election general	Obama\u2019s advice to Trump? \u2018It\u2019s time for you\u2019 to concede to Biden.
election challenge	America\u2019s largest militia says it will refuse to recognise Biden as president and \u2018resist\u2019 his administration
pandemic	\u2018We need to do another stimulus package\u2019: Former Obama economist tells MarketWatch what advice she would give Joe Biden
domestic policy/politics	Obama said he was surprised at top Republicans who did a 'complete 180 on everything they claimed to believe' to align with Trump
election challenge	Trump Camp Melts Down Over Reports Noting Its PA Lawsuit Had Been Scaled Back
domestic policy/politics	This is no conventional coup. Trump is paving the way for a 'virtual Confederacy'
domestic policy/politics	Dear Joe Biden: Don\u2019t Put Rahm Emanuel in Your Administration
domestic policy/politics	Why Joe Biden Must Sideline Fox
domestic policy/politics	Georgia's GOP secretary of state goes on Facebook fact-checking spree over Trump's misinformation
election general	Biden to campaign in Georgia for Warnock and Ossoff in runoff elections deciding control of Senate
domestic policy/politics	President Donald Trump shouldn't be able to pardon himself
election challenge	What the history of coups tells us about Trump\u2019s refusal to concede - Democracies are fragile and only vigilance from citizens can protect them.
pandemic	Trump\u2019s Top COVID Adviser Denies Trying To Incite Violence Against MI Guv. With \u2018Rise Up\u2019 Tweet
pandemic	Trump coronavirus adviser tells Michigan to \u2018rise up\u2019 against new shutdown orders
election challenge	Donald Trump's legal strategy makes no sense for winning the vote count. So what is he doing?
election challenge	Trump Campaign Scales Back Pennsylvania Lawsuit After Law Firm Abandoned Ship
election general	Trump campaign scraps claims its observers weren\u2019t allowed to watch vote count from key lawsuit
domestic policy/politics	Trump\u2019s Tantrum Could Do Real Harm
domestic policy/politics	2 more GOP governors push Trump to start the formal presidential transition process with Biden
election challenge	"""If it were happening in Turkey, we\u2019d call Trump\u2019s actions an attempted coup"""
election general	"""Yes, 55 Percent of White Women Voted for Trump. No, I\u2019m Not Surprised."""
domestic policy/politics	You Can't Eat Civility: A Message to Joe Biden and the Democrats
pandemic	Two more people from Trump's Election Night party at White House test positive for coronavirus
domestic policy/politics	Obama Says Trump Has Accelerated 'Truth Decay' In America
domestic policy/politics	The deafening silence of Republican senators on Donald Trump's increasingly erratic behavior
election challenge	Obama Calls Trump's Refusal To Concede Another 'Breach Of Basic Democratic Norms'
domestic policy/politics	Trump's Midnight Twitter Scream Causes 3 Honest Words To Trend In Response
domestic policy/politics	"""Trump allies in talks to buy Newsmax and turn it into Fox News competitor, reports say"""
domestic policy/politics	Trump takes no questions in first public remarks since losing election
election general	Obama to Trump on conceding election: 'Think beyond your own ego'
domestic policy/politics	"""Newsmax CEO: 'We Are Not Actively Selling,' Have No Desire to Be 'Trump TV'"""
election general	Trump campaign retreats from key Pennsylvania suite
domestic policy/politics	Former US ambassador: Biden's lack of access to intel briefings 'potentially catastrophic'
domestic policy/politics	Community colleges find an advocate in future First Lady Jill Biden
foreign relations	Remember when Canada and the U.S. were friends? Joe Biden does
domestic policy/politics	Court Agrees with Attorney General James That Trump Administration\u2019s Latest DACA Order Was Illegal
pandemic	Azar Defends WH's Refusal To Share COVID Vaccine Plans With Biden's Transition Team
pandemic	"""Fauci Suggests 'It Would Be Better' to Begin Working With Biden Team, Says Trump Hasn't Attended Task Force Meeting in Months"""
domestic policy/politics	Trump officials rush to auction off rights to the Arctic National Wildlife Refuge before Biden can block it
pandemic	Trump's failure to work with Biden is becoming more urgent as Covid spreads
election challenge	"""Trump Won't Stop Posting a Bogus Voting Machine Conspiracy Theory From QAnon - He spent the weekend boosting the theory about rigged voting machines, and Monday morning screaming that he won the election he lost."""
domestic policy/politics	"""The Million MAGA March in DC Got Ugly - Violence broke out when thousands of Trump supporters\u2014including QAnon conspiracy theorists and Proud Boys\u2014descended on Washington, D.C. Saturday to insist the president won the election."""
pandemic	Biden team to meet with coronavirus vaccine makers this week as Trump stonewalls transition
election challenge	Trump campaign jettisons major parts of its legal challenge against Pennsylvania\u2019s election results
election challenge	Trump campaign drops key claim in Pennsylvania ballot challenge
election challenge	First Thing: Trump's election lawsuits continue to crumble
election challenge	Georgia elections chief fires back at Trump over claims about recount process
domestic policy/politics	Obama says Trump voters\u2019 alternative views divide the country
election challenge	The Note: Toll of Trump\u2019s defiance comes into view | Trump's refusal to acknowledge the election results could have consequences.
domestic policy/politics	"""What Bernie Sanders Could Do as Secretary of Labor - If Biden were to embrace the idea, Sanders and a team of visionary leaders could forge a new New Deal for working Americans."""
domestic policy/politics	Potentially Catastrophic': Former U.S. Ambassador Says Biden Needs Intel Briefings Before Inauguration
election challenge	Lawsuits that tried to disrupt Biden's wins in four states are withdrawn
pandemic	"""\u2018Several months\u2019 since Trump attended a Covid crisis meeting, Fauci says"""
election challenge	Trump's lawyer falsely claims he won by millions of votes
domestic policy/politics	Obama calls Trump 'Richie Rich'
election challenge	Donald Trump's estranged niece says uncle is 'deliberately' refusing to concede election
foreign relations	EU says looking forward to better ties with US under Biden
pandemic	Trump Has Been Skipping White House COVID Meetings for Months
election challenge	Trump Admits Defea \u2026 Never Mind
domestic policy/politics	Trump national security adviser: There will be a 'professional transition' of power
domestic policy/politics	Trump's Pentagon shakeup may be more than perceived disloyalty
domestic policy/politics	Bernie Sanders Tells Trump to 'Man Up' and Get Out of the White House in January
election challenge	Trump Campaign Retreats From Key Claim in Pennsylvania Suit
pandemic	Attorney General James Ready to Sue Trump Administration if New York Doesn\u2019t Receive COVID-19 Vaccine with Rest of U.S.
domestic policy/politics	Trump says Ohio governor's race will be 'hotly contested' after DeWine acknowledges Biden win
domestic policy/politics	Will Donald Trump derail the economy by desperately clinging to power after being defeated by Joe Biden?
domestic policy/politics	America Has Yet To Shake Its Addiction To Hate - Black Americans did not grieve Trump's 2016 win in the same way as white liberals.
domestic policy/politics	"""Trump, Trying to Cling to Power, Fans Unrest and Conspiracy Theories"""
election challenge	Fox Fact-Checks Trump and Own Hosts\u2019 Claims of Voter Fraud
election challenge	Trump campaign abandons parts of Pennsylvania election lawsuit
election general	Biden\u2019s chief of staff says \u2018he won\u2019 and there\u2019s nothing Donald Trump can tweet to change it
election challenge	Trump asserts he will soon file 'big cases' challenging 2020 election results
election general	Trump national security adviser O'Brien says looks now that Biden has won
election general	National Security Adviser Says It Looks Like Biden Has Won The Election
election challenge	"""Republican governors say Biden transition must begin as Trump tweets \""""I concede nothing\"""""""
election challenge	The Trump campaign dropped a major part of its election lawsuit regarding their claims that observers were not allowed to watch vote counts in Pennsylvania
election challenge	"""John Bolton urges GOP leaders to \""""explain\"""" to voters that Trump lost: \""""This is a character test\"""""""
election challenge	"""Trump campaign abandons part of legal challenge to Pennsylvania election results - Allegation that 682,479 mail-in and absentee ballots were illegally processed without its representatives watching has been dropped"""
domestic policy/politics	"""Trump campaign downsizing, letting most staff go \u2014 except those helping legal battle"""
election challenge	The Cities Accused in Fraud Conspiracies Didn\u2019t Cost Trump the Election
election challenge	John Kelly: Trump\u2019s Failure to Concede the Election \u2018Hurts Our National Security\u2019
election challenge	"""Trump has conceded, whether he walked it back or not. Now Emily Murphy has to act"""
domestic policy/politics	"""State AGs have sued the Trump admin. 138 times \u2014 nearly double those of Obama, Bush"""
domestic policy/politics	Trump Throws Twitter Tantrum As Long-Shot Attempts To Stay In Power Fade Away
domestic policy/politics	"""Trump, Trying to Cling to Power, Fans Unrest and Conspiracies"""
domestic policy/politics	Here are 10 climate executive actions Biden says he will take on day one
domestic policy/politics	Biden\u2019s corporate tax plan depends on Georgia\u2019s Senate results
pandemic	"""As Biden Hails Moderna Vaccine Scientists, Trump Tweets 'All Took Place on My Watch!'"""
pandemic	"""Trump Rebuffs Biden Transition Team, Setting Off Virus and National Security Risks"""
domestic policy/politics	"""Trump, with help, is trying to sue and tweet his way to a second term. Could it work?"""
election challenge	Trump campaign retreats from key claim in Pennsylvania lawsuit
election challenge	Fox Fact-Checks Trump and Own Hosts' Claims of Voter Fraud
domestic policy/politics	Ivanka Trump and Jared Kushner are poised to return to a Manhattan social scene that no longer welcomes them
domestic policy/politics	Biden\u2019s IRS could finally give Trump\u2019s tax returns to Democrats
domestic policy/politics	"""Trump hints at primary challenge for Ohio Gov. DeWine, who acknowledged Biden as president-elect"""
domestic policy/politics	Juan Williams: Defeated Trump is in legal peril
election general	Trump's election support from evangelicals shows we're the biggest obstacle to racial justice
election challenge	Lawyers Pan Significant \u2018Shrinkage\u2019 of Trump Campaign\u2019s Pennsylvania Lawsuit: Only Addresses a \u2018Handful of Ballots\u2019
election general	"""Trump\u2019s enablers are playing a dangerous game | Remember last weekend, when Joe Biden was declared president-elect and it seemed like the madness would finally end?"""
pandemic	Trump COVID Adviser Tells People of Michigan to \u2018Rise Up\u2019 Against New Restrictions
pandemic	Michigan Gov. Whitmer slams Trump adviser who encouraged residents to 'rise up'
domestic policy/politics	"""Barack Obama Reveals Meaning Behind Memoir Title, Gives Advice to Trump in '60 Minutes' Interview"""
election challenge	A lawyer for Trump's campaign claims without evidence the president won reelection by 'millions of votes'
pandemic	How Trump Set Up Nursing Home Residents to Die in the Pandemic. And What President-Elect Biden Can Do to Help Them
domestic policy/politics	\u2018A reflection of the nation\u2019: Joe Biden\u2019s transition team is majority women and employs many people of colour
domestic policy/politics	Obama Blames Trump's 'Petulance' For Biden Transition Delays
election general	"""Trump National Security Adviser Robert O'Brien says it looks like Biden has won - At the Soufan Center's global security forum, National Security Adviser Robert O'Brien also predicted a \""""very professional transition.\"""""""
election general	Obama says Biden victory won\u2019t be enough to stop US \u2018truth decay\u2019
domestic policy/politics	Trump aide promises \u2018very professional transition\u2019 to Biden
election challenge	Trump\u2019s New Vote Fraud Theory Is So Much Crazier Than You Realize
pandemic	Trump coronavirus adviser slammed for telling residents to 'rise up' against new restrictions
domestic policy/politics	"""QAnon Supporters, Paramilitary Groups Promise \u2018Fight' Over Election At Pro-Trump Rally Near Nevada\u2019s Capitol"""
domestic policy/politics	Biden turns focus to U.S. economy as Trump vows more challenges to election outcome
domestic policy/politics	Americans need to remain vigilant - The American people must not assume it is over until Trump leaves the White House.
pandemic	Trump faces criticism over raging COVID-19 crisis as he delays Biden transition and focuses on election
domestic policy/politics	Trump aide promises 'very professional transition' to Biden
pandemic	Biden's Team Warns Trump's Refusal To Aid Transition Would Jeopardize COVID Vaccine Distribution
election general	Trump should have his day in court \u2013 it\u2019s the only way to stop the dangerous election myths he is peddling
pandemic	"""US records 166,000 new Covid cases as Trump supporters crowd Washington"""
domestic policy/politics	"""New Interior order undermines conservation bill Trump campaigned on, critics say"""
domestic policy/politics	Trump\u2019s student loan cliff threatens chaos for Biden | Biden could inherit the confusion of monthly payments restarting for tens of millions of Americans amid a pandemic.
pandemic	"""As a third covid-19 wave rises, Trump dawdles and Republicans hide"""
election challenge	A breakdown of Giuliani's role in Trump's post-election fight
election challenge	Trump declares 'I won': the Presidential tweet that threatens chaos | ITV News
pandemic	"""\""""That's His Priority as the Pandemic Rages On\"""": McConnell Readies Lame Duck Push to Further Pack Courts With Trump's Judicial Appointees"""
election challenge	Pro-Trump Wisconsin Lawyers Spike Election Lawsuit on Morning of Court Hearing
pandemic	Fauci says it's 'obvious' that it would be 'better' for public health if Trump facilitated a smooth transition to Biden
domestic policy/politics	I'm Not Going to Be Comfortable Until Joe Biden's Hand Comes Off the Bible
domestic policy/politics	"""The MAGA Army Tries to Drag America to Hell \u2014 Dear Leader Trump\u2019s toy soldiers make one last stand on the streets of Washington, DC."""
domestic policy/politics	Biden Won. Will the Climate? 5 leaders point the way forward for a divided nation.
